DATE;BP;VPSIZE;VPSIZEMIN;VPSIZEMAX;VPSEQT;DWQT;VDWQT;VPPSEQT;VPXPSEQT;HITRATIO;MISSRATIO;MAX_ASYNC_IO_DLY_MS;SYNC_IO_DLY_MS;MAX_SYNC_IO_DLY_MS;SYNC_IO_S;NON-DCRYPY_RD_MBS;NON_ENCRYP_WRT_MBS;PG_USED_BP_GB;CHG_PG_WRT_GB
01/02/202404:15;BP27;200;524288;650240;10;30;1;50;50;9075;28;0;22;448;0;0;0;0;0
01/02/202404:15;BP28;200;524288;2097152;10;30;1;50;50;8987;4;2435;22;647;0;0;0;0;0
01/02/202404:15;BP3;1200;524288;655360;10;30;5;50;50;9936;4;12612;32;443;0;0;0;0;0
01/02/202404:15;BP4;126;290048;330240;10;30;5;50;50;9978;0;2101;69;100341;0;0;0;0;0
01/02/202404:15;BP8;1600;50000;70000;80;30;1;50;50;8970;83;296;23;410;0;0;0;0;0
01/02/202404:30;BP0;24;60160;80128;10;30;5;50;50;9924;3;273;19;377;0;0;0;0;0
01/02/202404:30;BP1;1600;524288;655360;80;30;5;50;50;9966;0;985;20;198;0;0;0;0;0
01/02/202404:30;BP11;600;1572864;3145728;80;30;1;50;50;7224;0;38;14;532;0;0;0;0;0
01/02/202404:30;BP12;1600;100000;125000;10;30;1;50;50;9966;3;1369;15;399;0;1;1;0;0
01/02/202404:30;BP2;1600;524288;655360;10;30;5;50;50;9937;0;779;25;1858;0;0;0;0;0
01/02/202404:30;BP23;200;524288;1048576;50;30;1;50;50;5824;4;57;33;307;0;0;0;0;0
01/02/202404:30;BP24;200;524288;655360;50;30;1;50;50;8915;0;49;20;190;0;0;0;0;0
01/02/202404:30;BP25;200;524288;655360;80;30;5;50;50;5908;580;14;39;213;0;0;0;0;0
01/02/202404:30;BP26;1000;50000;70000;10;30;1;50;50;8231;1;128;23;396;0;0;0;0;0
01/02/202404:30;BP27;200;524288;650240;10;30;1;50;50;9068;6;0;21;591;0;0;0;0;0
01/02/202404:30;BP28;200;524288;2097152;10;30;1;50;50;8887;1;2435;22;647;0;0;0;0;0
01/02/202404:30;BP3;1200;524288;655360;10;30;5;50;50;8913;0;12612;16;3640;22;0;0;0;0
01/02/202404:30;BP4;126;290048;330240;10;30;5;50;50;9976;0;2101;65;100341;0;0;0;0;0
01/02/202404:30;BP8;1600;50000;70000;80;30;1;50;50;7481;14;85;19;335;0;0;0;0;0
01/02/202404:45;BP0;24;60160;80128;10;30;5;50;50;9506;15;209;16;377;0;0;0;0;0
01/02/202404:45;BP1;1600;524288;655360;80;30;5;50;50;9707;17;218;18;614;0;0;0;0;0
01/02/202404:45;BP11;600;1572864;3145728;80;30;1;50;50;8337;79;554;16;532;0;0;0;0;0
01/02/202404:45;BP12;1600;100000;125000;10;30;1;50;50;9976;5;1369;21;465;0;2;1;0;0
01/02/202404:45;BP2;1600;524288;655360;10;30;5;50;50;9902;22;779;27;1858;0;0;0;0;0
01/02/202404:45;BP23;200;524288;1048576;50;30;1;50;50;5508;136;57;36;307;0;0;0;0;0
01/02/202404:45;BP24;200;524288;655360;50;30;1;50;50;6435;34;68;32;552;0;0;0;0;0
01/02/202404:45;BP25;200;524288;655360;80;30;5;50;50;6327;283;14;29;575;0;0;0;0;0
01/02/202404:45;BP26;1000;50000;70000;10;30;1;50;50;8215;36;128;25;396;0;0;0;0;0
01/02/202404:45;BP27;200;524288;650240;10;30;1;50;50;8953;25;30;25;591;0;0;0;0;0
01/02/202404:45;BP28;200;524288;2097152;10;30;1;50;50;8686;18;2435;22;647;0;0;0;0;0
01/02/202404:45;BP3;1200;524288;655360;10;30;5;50;50;8966;6;12612;16;3640;22;0;0;0;0
01/02/202404:45;BP4;126;290048;330240;10;30;5;50;50;10000;0;2101;57;197869;0;0;0;0;0
01/02/202404:45;BP8;1600;50000;70000;80;30;1;50;50;9273;63;312;27;313619;1;0;0;0;0
01/02/202405:00;BP0;24;60160;80128;10;30;5;50;50;9700;20;209;19;377;0;0;0;0;0
01/02/202405:00;BP1;1600;524288;655360;80;30;5;50;50;9919;3;218;16;614;0;1;0;0;0
01/02/202405:00;BP11;600;1572864;3145728;80;30;1;50;50;9575;9;554;16;549;1;0;0;0;0
01/02/202405:00;BP12;1600;100000;125000;10;30;1;50;50;9969;15;1369;30;465;0;3;3;0;0
01/02/202405:00;BP2;1600;524288;655360;10;30;5;50;50;9999;0;2261;24;1858;1;0;0;0;0
01/02/202405:00;BP23;200;524288;1048576;50;30;1;50;50;5478;190;57;34;307;0;0;0;0;0
01/02/202405:00;BP24;200;524288;655360;50;30;1;50;50;9954;0;103;21;42975;1;0;0;0;0
01/02/202405:00;BP25;200;524288;655360;80;30;5;50;50;6462;212;14;28;372;0;0;0;0;0
01/02/202405:00;BP26;1000;50000;70000;10;30;1;50;50;8272;54;222;25;396;1;0;0;0;0
01/02/202405:00;BP27;200;524288;650240;10;30;1;50;50;9597;15;30;20;2723;1;0;0;0;0
01/02/202405:00;BP28;200;524288;2097152;10;30;1;50;50;7852;29;2435;21;647;1;0;0;0;0
01/02/202405:00;BP3;1200;524288;655360;10;30;5;50;50;9409;4;12612;17;453293;23;0;0;0;0
01/02/202405:00;BP4;126;290048;330240;10;30;5;50;50;8629;150;493;40;197869;0;0;0;0;0
01/02/202405:00;BP8;1600;50000;70000;80;30;1;50;50;9610;22;374;40;313619;1;0;0;0;0
01/02/202405:15;BP0;24;60160;80128;10;30;5;50;50;8086;35;209;13;388;2;0;0;0;0
01/02/202405:15;BP1;1600;524288;655360;80;30;5;50;50;9682;95;300;21;549;8;13;0;1;0
01/02/202405:15;BP11;600;1572864;3145728;80;30;1;50;50;9200;18;554;16;549;9;4;0;1;0
01/02/202405:15;BP12;1600;100000;125000;10;30;1;50;50;9360;421;1369;35;563;1;4;3;0;0
01/02/202405:15;BP2;1600;524288;655360;10;30;5;50;50;9497;40;649;19;563;4;0;0;0;0
01/02/202405:15;BP23;200;524288;1048576;50;30;1;50;50;8322;960;69;20;366;1;0;0;0;0
01/02/202405:15;BP24;200;524288;655360;50;30;1;50;50;5157;313;112;22;42975;2;0;0;0;0
01/02/202405:15;BP25;200;524288;655360;80;30;5;50;50;9745;26;89;26;357;0;0;0;0;0
01/02/202405:15;BP26;1000;50000;70000;10;30;1;50;50;9678;131;222;24;502;1;0;0;0;0
01/02/202405:15;BP27;200;524288;650240;10;30;1;50;50;9581;8;151;19;2723;2;0;0;0;0
01/02/202405:15;BP28;200;524288;2097152;10;30;1;50;50;8214;110;2435;21;2419;10;0;0;0;0
01/02/202405:15;BP3;1200;524288;655360;10;30;5;50;50;7914;4;12612;11;453293;1391;13;0;16;0
01/02/202405:15;BP4;126;290048;330240;10;30;5;50;50;9715;48;493;35;197869;1;1;0;0;0
01/02/202405:15;BP8;1600;50000;70000;80;30;1;50;50;9048;45;374;24;313619;2;0;0;0;0
01/02/202405:30;BP0;24;60160;80128;10;30;5;50;50;8860;24;590;15;753;1;0;0;0;0
01/02/202405:30;BP1;1600;524288;655360;80;30;5;50;50;9336;114;3378;24;947331;35;39;0;9;0
01/02/202405:30;BP11;600;1572864;3145728;80;30;1;50;50;9989;4;554;33;3066;0;0;0;0;0
01/02/202405:30;BP12;1600;100000;125000;10;30;1;50;50;9324;79;1088;26;465;0;0;0;0;0
01/02/202405:30;BP2;1600;524288;655360;10;30;5;50;50;9702;32;1040;19;1244;2;0;0;0;0
01/02/202405:30;BP23;200;524288;1048576;50;30;1;50;50;9975;0;1731;46;1830;0;0;5;0;0
01/02/202405:30;BP24;200;524288;655360;50;30;1;50;50;5704;24;112;25;42975;4;0;0;0;0
01/02/202405:30;BP25;200;524288;655360;80;30;5;50;50;6839;385;55;27;453;0;0;0;0;0
01/02/202405:30;BP26;1000;50000;70000;10;30;1;50;50;9999;0;222;27;793;0;0;0;0;0
01/02/202405:30;BP27;200;524288;650240;10;30;1;50;50;9617;7;146;21;2723;2;0;0;0;0
01/02/202405:30;BP28;200;524288;2097152;10;30;1;50;50;9482;25;164;24;2419;0;0;0;0;0
01/02/202405:30;BP3;1200;524288;655360;10;30;5;50;50;7884;19;9289;11;453293;1325;56;23;13;0
01/02/202405:30;BP4;126;290048;330240;10;30;5;50;50;8910;115;506;36;197869;1;0;0;0;0
01/02/202405:30;BP8;1600;50000;70000;80;30;1;50;50;9717;19;374;38;313619;1;0;0;0;0
01/02/202405:45;BP0;24;60160;80128;10;30;5;50;50;9182;40;431;17;753;0;0;0;0;0
01/02/202405:45;BP1;1600;524288;655360;80;30;5;50;50;9834;64;387;25;7567;2;1;0;5;0
01/02/202405:45;BP11;600;1572864;3145728;80;30;1;50;50;9821;20;554;21;1144;6;0;0;0;0
01/02/202405:45;BP12;1600;100000;125000;10;30;1;50;50;9949;11;1088;26;465;0;0;0;0;0
01/02/202405:45;BP2;1600;524288;655360;10;30;5;50;50;9970;2;1040;21;1244;7;2;0;1;0
01/02/202405:45;BP23;200;524288;1048576;50;30;1;50;50;9991;1;137;20;550;0;0;0;0;0
01/02/202405:45;BP24;200;524288;655360;50;30;1;50;50;3430;1319;208;23;42975;12;1;0;0;0
01/02/202405:45;BP25;200;524288;655360;80;30;5;50;50;7353;660;55;27;357;0;0;0;0;0
01/02/202405:45;BP26;1000;50000;70000;10;30;1;50;50;8661;195;222;27;793;0;0;0;0;0
01/02/202405:45;BP27;200;524288;650240;10;30;1;50;50;8958;158;146;19;2723;12;1;0;0;0
01/02/202405:45;BP28;200;524288;2097152;10;30;1;50;50;9483;55;164;24;2419;1;0;0;0;0
01/02/202405:45;BP3;1200;524288;655360;10;30;5;50;50;9941;7;5978;33;33544;20;1;0;0;0
01/02/202405:45;BP4;126;290048;330240;10;30;5;50;50;8614;76;493;18;197869;13;4;0;0;0
01/02/202405:45;BP8;1600;50000;70000;80;30;1;50;50;9497;74;374;21;313619;6;4;0;1;0
01/02/202406:00;BP0;24;60160;80128;10;30;5;50;50;9269;95;431;19;373;0;0;0;0;0
01/02/202406:00;BP1;1600;524288;655360;80;30;5;50;50;9586;246;281;30;828;9;6;0;7;0
01/02/202406:00;BP11;600;1572864;3145728;80;30;1;50;50;9733;26;333;17;1685;29;20;0;2;0
01/02/202406:00;BP12;1600;100000;125000;10;30;1;50;50;9755;98;1088;24;754;5;1;0;1;0
01/02/202406:00;BP2;1600;524288;655360;10;30;5;50;50;9960;6;1040;19;3710;34;7;0;4;0
01/02/202406:00;BP23;200;524288;1048576;50;30;1;50;50;9659;29;23;23;574;0;0;0;0;0
01/02/202406:00;BP24;200;524288;655360;50;30;1;50;50;6209;446;281;17;42975;59;3;0;1;0
01/02/202406:00;BP25;200;524288;655360;80;30;5;50;50;7614;439;55;23;353;0;0;0;0;0
01/02/202406:00;BP26;1000;50000;70000;10;30;1;50;50;9996;1;265;24;793;0;0;0;0;0
01/02/202406:00;BP27;200;524288;650240;10;30;1;50;50;9237;30;167;15;8827;83;4;0;1;0
01/02/202406:00;BP28;200;524288;2097152;10;30;1;50;50;9332;66;2368;25;711;1;0;0;0;0
01/02/202406:00;BP3;1200;524288;655360;10;30;5;50;50;9945;41;5978;31;2921;62;7;3;2;0
01/02/202406:00;BP4;126;290048;330240;10;30;5;50;50;9671;69;652;19;2985;78;19;0;2;0
01/02/202406:00;BP8;1600;50000;70000;80;30;1;50;50;9886;23;374;19;1835;40;15;0;17;0
01/02/202406:15;BP0;24;60160;80128;10;30;5;50;50;9370;77;431;19;165;0;0;0;0;0
01/02/202406:15;BP1;1600;524288;655360;80;30;5;50;50;9844;64;209;26;751;3;1;0;7;0
01/02/202406:15;BP11;600;1572864;3145728;80;30;1;50;50;9709;45;235;20;19849;12;6;0;3;0
01/02/202406:15;BP12;1600;100000;125000;10;30;1;50;50;9895;6;1088;17;1291;4;2;0;2;0
01/02/202406:15;BP2;1600;524288;655360;10;30;5;50;50;9342;72;1040;17;2904;89;22;0;6;0
01/02/202406:15;BP23;200;524288;1048576;50;30;1;50;50;9494;22;23;25;574;1;0;0;0;0
01/02/202406:15;BP24;200;524288;655360;50;30;1;50;50;9451;36;128;24;741;1;0;0;0;0
01/02/202406:15;BP25;200;524288;655360;80;30;5;50;50;8171;257;55;22;336;0;0;0;0;0
01/02/202406:15;BP26;1000;50000;70000;10;30;1;50;50;9997;0;54;23;793;1;0;0;0;0
01/02/202406:15;BP27;200;524288;650240;10;30;1;50;50;8853;88;167;19;1430;24;1;0;1;0
01/02/202406:15;BP28;200;524288;2097152;10;30;1;50;50;9517;22;2368;23;711;2;0;0;0;0
01/02/202406:15;BP3;1200;524288;655360;10;30;5;50;50;9832;53;5978;33;877;8;1;0;1;0
01/02/202406:15;BP4;126;290048;330240;10;30;5;50;50;9378;50;483;17;7320;116;54;0;2;0
01/02/202406:15;BP8;1600;50000;70000;80;30;1;50;50;9588;47;478;18;3822;110;45;0;23;0
01/02/202406:30;BP0;24;60160;80128;10;30;5;50;50;9357;70;431;17;187;0;0;0;0;0
01/02/202406:30;BP1;1600;524288;655360;80;30;5;50;50;9284;91;218;18;657;14;7;0;5;0
01/02/202406:30;BP11;600;1572864;3145728;80;30;1;50;50;9893;65;2148;20;1237;8;6;1;1;0
01/02/202406:30;BP12;1600;100000;125000;10;30;1;50;50;9943;2;1088;15;1190;7;3;0;3;0
01/02/202406:30;BP2;1600;524288;655360;10;30;5;50;50;9976;3;1040;18;2266;23;87;0;7;0
01/02/202406:30;BP23;200;524288;1048576;50;30;1;50;50;8519;257;36;31;1201;4;0;0;0;0
01/02/202406:30;BP24;200;524288;655360;50;30;1;50;50;4565;1007;238;22;1105;18;1;0;2;0
01/02/202406:30;BP25;200;524288;655360;80;30;5;50;50;9723;6;1183;16;336;2;0;0;0;0
01/02/202406:30;BP26;1000;50000;70000;10;30;1;50;50;9787;36;187;25;860;5;0;0;1;0
01/02/202406:30;BP27;200;524288;650240;10;30;1;50;50;8807;101;167;18;2495;30;1;0;2;0
01/02/202406:30;BP28;200;524288;2097152;10;30;1;50;50;9808;36;2368;21;711;6;1;0;0;0
01/02/202406:30;BP3;1200;524288;655360;10;30;5;50;50;7914;42;5978;14;18625;148;14;0;2;0
01/02/202406:30;BP4;126;290048;330240;10;30;5;50;50;8615;34;483;15;3090;68;24;0;2;0
01/02/202406:30;BP8;1600;50000;70000;80;30;1;50;50;9825;10;359;16;3154;35;30;0;20;0
01/02/202406:45;BP0;24;60160;80128;10;30;5;50;50;8780;6;154;14;363;1;0;0;0;0
01/02/202406:45;BP1;1600;524288;655360;80;30;5;50;50;9579;139;193;23;1552;4;1;0;4;0
01/02/202406:45;BP11;600;1572864;3145728;80;30;1;50;50;9458;87;151;23;468;3;0;0;1;0
01/02/202406:45;BP12;1600;100000;125000;10;30;1;50;50;8980;1;450;14;1555;372;109;63;3;1
01/02/202406:45;BP2;1600;524288;655360;10;30;5;50;50;9981;3;1144;17;1755;31;168;0;6;0
01/02/202406:45;BP23;200;524288;1048576;50;30;1;50;50;7036;1168;36;29;2278;12;1;0;0;0
01/02/202406:45;BP24;200;524288;655360;50;30;1;50;50;6604;1064;143;27;11644;10;0;0;2;0
01/02/202406:45;BP25;200;524288;655360;80;30;5;50;50;8111;347;5;22;327;0;0;0;0;0
01/02/202406:45;BP26;1000;50000;70000;10;30;1;50;50;9111;216;65;24;1524;12;0;0;1;0
01/02/202406:45;BP27;200;524288;650240;10;30;1;50;50;9101;101;141;21;1125;19;1;0;3;0
01/02/202406:45;BP28;200;524288;2097152;10;30;1;50;50;8501;402;2368;24;1592;8;0;0;0;0
01/02/202406:45;BP3;1200;524288;655360;10;30;5;50;50;9677;98;262;32;2054;10;3;0;2;0
01/02/202406:45;BP4;126;290048;330240;10;30;5;50;50;8708;39;954;17;2203;35;17;0;2;0
01/02/202406:45;BP8;1600;50000;70000;80;30;1;50;50;9654;13;351;18;4020;17;18;0;18;0
01/02/202407:00;BP0;24;60160;80128;10;30;5;50;50;7421;0;0;22;135;0;0;0;0;0
01/02/202407:00;BP1;1600;524288;655360;80;30;5;50;50;9058;0;63;19;234;0;0;0;0;0
01/02/202407:00;BP11;600;1572864;3145728;80;30;1;50;50;7191;0;135;21;516;0;0;0;0;0
01/02/202407:00;BP12;1600;100000;125000;10;30;1;50;50;9774;0;128;26;141;0;0;0;0;0
01/02/202407:00;BP2;1600;524288;655360;10;30;5;50;50;9988;0;172;17;819;1;0;0;0;0
01/02/202407:00;BP24;200;524288;655360;50;30;1;50;50;7111;0;14;28;279;0;0;0;0;0
01/02/202407:00;BP25;200;524288;655360;80;30;5;50;50;7671;0;0;27;327;0;0;0;0;0
01/02/202407:00;BP26;1000;50000;70000;10;30;1;50;50;6749;0;93;25;168;0;0;0;0;0
01/02/202407:00;BP27;200;524288;650240;10;30;1;50;50;9272;0;13;22;451;0;0;0;0;0
01/02/202407:00;BP28;200;524288;2097152;10;30;1;50;50;9982;0;0;26;156;0;0;0;0;0
01/02/202407:00;BP3;1200;524288;655360;10;30;5;50;50;9608;0;70;25;871;1;0;0;0;0
01/02/202407:00;BP4;126;290048;330240;10;30;5;50;50;9128;0;111;18;411;0;0;0;0;0
01/02/202407:00;BP8;1600;50000;70000;80;30;1;50;50;9624;0;160;16;4020;3;0;0;0;0
01/02/202407:15;BP0;24;60160;80128;10;30;5;50;50;9136;104;87;21;299;0;0;0;0;0
01/02/202407:15;BP1;1600;524288;655360;80;30;5;50;50;9545;135;151893;47;545894;10;2;0;5;0
01/02/202407:15;BP11;600;1572864;3145728;80;30;1;50;50;9732;29;984;19;587376;11;2;0;2;0
01/02/202407:15;BP12;1600;100000;125000;10;30;1;50;50;9875;7;3561;42;167043;6;0;1;0;0
01/02/202407:15;BP2;1600;524288;655360;10;30;5;50;50;7537;21;2989;15;264733;708;20;19;7;0
01/02/202407:15;BP23;200;524288;1048576;50;30;1;50;50;9106;182;150;23;1301;17;1;0;0;0
01/02/202407:15;BP24;200;524288;655360;50;30;1;50;50;6446;1267;1396;39;584277;12;0;0;1;0
01/02/202407:15;BP25;200;524288;655360;80;30;5;50;50;7626;348;15;23;615;0;0;0;0;0
01/02/202407:15;BP26;1000;50000;70000;10;30;1;50;50;9400;51;111;19;2514;15;1;0;1;0
01/02/202407:15;BP27;200;524288;650240;10;30;1;50;50;9090;95;221;30;382936;11;0;0;1;0
01/02/202407:15;BP28;200;524288;2097152;10;30;1;50;50;8785;219;3260;22;1935;11;0;0;1;0
01/02/202407:15;BP3;1200;524288;655360;10;30;5;50;50;7469;22;8528;15;359425;1004;19;18;8;0
01/02/202407:15;BP4;126;290048;330240;10;30;5;50;50;9790;74;590102;74;375491;1;0;0;0;0
01/02/202407:15;BP44;200;393216;1048576;80;30;1;50;50;9796;5;94;18;230;0;0;0;0;0
01/02/202407:15;BP8;1600;50000;70000;80;30;1;50;50;9788;12;110696;35;386811;5;0;0;1;0
01/02/202407:30;BP0;24;60160;80128;10;30;5;50;50;9400;45;60;17;408;0;0;0;0;0
01/02/202407:30;BP1;1600;524288;655360;80;30;5;50;50;9547;113;677948;94;675082;15;3;0;5;0
01/02/202407:30;BP11;600;1572864;3145728;80;30;1;50;50;9587;104;3811;45;620565;14;2;0;1;0
01/02/202407:30;BP12;1600;100000;125000;10;30;1;50;50;9942;18;2955;24;167043;3;1;1;1;0
01/02/202407:30;BP2;1636;524288;655360;10;30;5;50;50;9560;77;2989;47;564341;29;2;0;1;0
01/02/202407:30;BP23;200;524288;1048576;50;30;1;50;50;9986;2;157;23;1182;2;0;0;0;0
01/02/202407:30;BP24;200;524288;655360;50;30;1;50;50;6172;1425;1396;115;584277;7;0;0;1;0
01/02/202407:30;BP25;200;524288;655360;80;30;5;50;50;7530;501;21;228;500647;1;0;0;0;0
01/02/202407:30;BP26;1000;50000;70000;10;30;1;50;50;9904;8;111;21;664;3;0;0;1;0
01/02/202407:30;BP27;200;524288;650240;10;30;1;50;50;8994;98;221;81;731074;7;0;0;1;0
01/02/202407:30;BP28;200;524288;2097152;10;30;1;50;50;9211;165;3260;23;1364;2;0;0;0;0
01/02/202407:30;BP3;1296;524288;655360;10;30;5;50;50;9676;69;8528;117;690927;27;5;0;2;0
01/02/202407:30;BP4;126;290048;330240;10;30;5;50;50;9657;62;590102;59;551039;9;1;0;0;0
01/02/202407:30;BP44;200;393216;1048576;80;30;1;50;50;9749;8;94;19;230;0;0;0;0;0
01/02/202407:30;BP8;1618;50000;70000;80;30;1;50;50;9656;227;110696;44;605244;16;2;0;2;0
01/02/202407:45;BP0;24;60160;80128;10;30;5;50;50;9168;55;154;20;553;0;0;0;0;0
01/02/202407:45;BP1;1762;524288;655360;80;30;5;50;50;9409;127;738510;57;574510;18;2;0;6;0
01/02/202407:45;BP11;600;1572864;3145728;80;30;1;50;50;8665;359;197716;63;587376;10;0;0;1;0
01/02/202407:45;BP12;1600;100000;125000;10;30;1;50;50;9949;10;2955;27;41703;1;0;0;1;0
01/02/202407:45;BP2;1618;524288;655360;10;30;5;50;50;9546;54;3059;21;264733;22;1;0;2;0
01/02/202407:45;BP23;200;524288;1048576;50;30;1;50;50;9993;2;81;25;1182;2;0;0;0;0
01/02/202407:45;BP24;200;524288;655360;50;30;1;50;50;7087;455;824;65;547004;2;0;0;1;0
01/02/202407:45;BP25;200;524288;655360;80;30;5;50;50;9865;26;42;194;542489;0;0;0;0;0
01/02/202407:45;BP26;1000;50000;70000;10;30;1;50;50;9930;10;201;22;1428;2;0;0;1;0
01/02/202407:45;BP27;200;524288;650240;10;30;1;50;50;9024;102;200;200;896389;2;0;0;1;0
01/02/202407:45;BP28;200;524288;2097152;10;30;1;50;50;9566;77;3260;24;1694;2;0;0;0;0
01/02/202407:45;BP3;1360;524288;655360;10;30;5;50;50;9739;57;8151;60;412385;24;2;0;4;0
01/02/202407:45;BP4;126;290048;330240;10;30;5;50;50;9729;61;612730;70;551039;7;3;0;0;0
01/02/202407:45;BP44;200;393216;1048576;80;30;1;50;50;9770;6;150;19;230;0;0;0;0;0
01/02/202407:45;BP8;1600;50000;70000;80;30;1;50;50;9946;9;110696;72;605244;3;1;0;1;0
01/02/202408:00;BP0;24;60160;80128;10;30;5;50;50;9271;69;137;19;442;0;0;0;0;0
01/02/202408:00;BP1;1798;524288;655360;80;30;5;50;50;9476;99;600270;56;688301;21;3;0;7;0
01/02/202408:00;BP11;600;1572864;3145728;80;30;1;50;50;9807;64;197716;38;278061;5;0;0;2;0
01/02/202408:00;BP12;1624;100000;125000;10;30;1;50;50;9944;12;2955;28;41703;2;0;0;1;0
01/02/202408:00;BP2;1600;524288;655360;10;30;5;50;50;9649;39;3059;22;565872;24;1;0;3;0
01/02/202408:00;BP23;200;524288;1048576;50;30;1;50;50;7934;276;89;27;188990;3;0;0;0;0
01/02/202408:00;BP24;200;524288;655360;50;30;1;50;50;6731;505;824;35;219311;2;0;0;1;0
01/02/202408:00;BP25;200;524288;655360;80;30;5;50;50;9822;39;93;146;348870;1;0;0;0;0
01/02/202408:00;BP26;1000;50000;70000;10;30;1;50;50;9971;3;201;23;1854;4;0;0;1;0
01/02/202408:00;BP27;200;524288;650240;10;30;1;50;50;8946;128;200;49;439080;3;0;0;1;0
01/02/202408:00;BP28;200;524288;2097152;10;30;1;50;50;9582;79;3260;26;12896;2;0;0;0;0
01/02/202408:00;BP3;1408;524288;655360;10;30;5;50;50;9822;47;8329;125;588064;16;2;0;5;0
01/02/202408:00;BP4;126;290048;330240;10;30;5;50;50;9661;79;612730;49;516259;8;6;0;0;0
01/02/202408:00;BP44;200;393216;1048576;80;30;1;50;50;9781;2;150;18;230;0;0;0;0;0
01/02/202408:00;BP8;1618;50000;70000;80;30;1;50;50;9944;16;110696;101;605244;3;1;0;2;0
01/02/202408:15;BP0;24;60160;80128;10;30;5;50;50;9233;70;137;18;442;0;0;0;0;0
01/02/202408:15;BP1;1744;524288;655360;80;30;5;50;50;9486;103;52046;22;257013;24;3;0;9;0
01/02/202408:15;BP11;600;1572864;3145728;80;30;1;50;50;9057;202;633590;25;840;7;1;0;2;0
01/02/202408:15;BP12;1600;100000;125000;10;30;1;50;50;9887;33;2392;25;7216;3;0;0;1;0
01/02/202408:15;BP2;1600;524288;655360;10;30;5;50;50;9661;44;3059;21;23275;25;1;0;3;0
01/02/202408:15;BP23;200;524288;1048576;50;30;1;50;50;7744;606;259;27;188990;4;0;0;0;0
01/02/202408:15;BP24;200;524288;655360;50;30;1;50;50;6571;785;824;30;190464;4;0;0;1;0
01/02/202408:15;BP25;200;524288;655360;80;30;5;50;50;9779;55;93;29;615;1;0;0;0;0
01/02/202408:15;BP26;1000;50000;70000;10;30;1;50;50;9854;27;201;24;157872;5;0;0;1;0
01/02/202408:15;BP27;200;524288;650240;10;30;1;50;50;9230;74;205;25;369050;5;0;0;1;0
01/02/202408:15;BP28;200;524288;2097152;10;30;1;50;50;9138;195;3260;26;1373;3;0;0;1;0
01/02/202408:15;BP3;1376;524288;655360;10;30;5;50;50;9773;61;8329;36;224499;21;3;0;6;0
01/02/202408:15;BP4;126;290048;330240;10;30;5;50;50;9578;62;8577;21;312148;17;7;0;1;0
01/02/202408:15;BP44;200;393216;1048576;80;30;1;50;50;9816;1;200;18;232;0;0;0;0;0
01/02/202408:15;BP8;1600;50000;70000;80;30;1;50;50;9912;31;110696;32;354777;5;1;0;3;0
01/02/202408:30;BP0;24;60160;80128;10;30;5;50;50;9228;47;214;19;318;0;0;0;0;0
01/02/202408:30;BP1;1690;524288;655360;80;30;5;50;50;9503;75;52046;22;257013;30;3;0;9;0
01/02/202408:30;BP11;600;1572864;3145728;80;30;1;50;50;8304;524;948;28;3101;31;1;0;3;0
01/02/202408:30;BP12;1600;100000;125000;10;30;1;50;50;9880;24;1132;27;7216;2;0;0;2;0
01/02/202408:30;BP2;1600;524288;655360;10;30;5;50;50;9429;71;3059;22;5115;31;2;0;5;0
01/02/202408:30;BP23;200;524288;1048576;50;30;1;50;50;8393;272;259;29;188990;2;0;0;0;0
01/02/202408:30;BP24;200;524288;655360;50;30;1;50;50;7161;518;824;30;190464;2;0;0;2;0
01/02/202408:30;BP25;200;524288;655360;80;30;5;50;50;9730;80;93;39;154901;1;0;0;0;0
01/02/202408:30;BP26;1000;50000;70000;10;30;1;50;50;9911;13;201;24;157872;3;0;0;2;0
01/02/202408:30;BP27;200;524288;650240;10;30;1;50;50;9180;101;153;24;5814;3;0;0;1;0
01/02/202408:30;BP28;200;524288;2097152;10;30;1;50;50;9409;115;121;26;31284;2;0;0;0;0
01/02/202408:30;BP3;1328;524288;655360;10;30;5;50;50;9635;76;15625;30;16320;60;5;0;8;0
01/02/202408:30;BP4;126;290048;330240;10;30;5;50;50;9771;42;8577;22;4584;29;19;0;1;0
01/02/202408:30;BP44;200;393216;1048576;80;30;1;50;50;9841;2;200;19;163;0;0;0;0;0
01/02/202408:30;BP8;1600;50000;70000;80;30;1;50;50;9957;17;40238;29;354777;5;3;0;5;0
01/02/202408:45;BP0;24;60160;80128;10;30;5;50;50;9257;42;137;17;296;0;0;0;0;0
01/02/202408:45;BP1;1636;524288;655360;80;30;5;50;50;9628;61;919;22;37162;39;4;0;10;0
01/02/202408:45;BP11;600;1572864;3145728;80;30;1;50;50;8416;404;453;25;3101;29;1;0;5;0
01/02/202408:45;BP12;1600;100000;125000;10;30;1;50;50;9850;35;1096;28;7216;3;0;0;2;0
01/02/202408:45;BP2;1600;524288;655360;10;30;5;50;50;9317;70;3059;20;197105;43;3;0;6;0
01/02/202408:45;BP23;200;524288;1048576;50;30;1;50;50;8279;447;296;29;188990;2;0;0;0;0
01/02/202408:45;BP24;200;524288;655360;50;30;1;50;50;7430;524;1112;29;195888;3;0;0;2;0
01/02/202408:45;BP25;200;524288;655360;80;30;5;50;50;9271;190;329;40;332852;1;0;0;0;0
